signal_id,channel,direction,signal_received_utc,market_filled_utc,fill_latency_ms,range_arrived_utc,range_delay_sec,tps_arrived_utc,range_low,range_high,market_entry_price,tps_initial,sl_initial,sl_final,range_decision,adverse_action,n_tickets_opened,n_dca_filled,total_lot,mfe_usd,mae_usd,mfe_at,mae_at,n_mgmt_msgs,mgmt_msgs_classified,mgmt_msgs_applied,closed_at_utc,closed_by,duration_sec,total_pnl_usd,tag,notes
canal1_20489,canal1,SELL,2026-06-23T13:10:20.757,2026-06-23T13:10:20.879,122,,,2026-06-23T13:11:33.256,,,4114.99,"[4111.0, 4106.0, 4102.0, 4097.0]",4126.0,4126.0,,rescue_market,4,0,,0.0,0.0,,,5,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""CLOSE_FIRST_AMBIG"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL""]","[true, true, false, false, true]",2026-06-23T13:24:24.046,RECONCILER,843.2,11.41,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20495,canal1,SELL,2026-06-23T13:30:19.727,2026-06-23T13:30:19.854,126,2026-06-23T13:30:52.666,32.8,,4110.0,4115.0,4112.36,,,4126.0,A_inside,rescue_market,4,0,,4.699999999999999,-31.049999999999997,2026-06-23T13:31:12.798+00:00,2026-06-23T13:37:10.995+00:00,1,"[""CLOSE_ALL""]",[true],2026-06-23T13:41:24.618,RECONCILER,664.8,-28.79,LOSS_NORMAL,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20513,canal1,SELL,2026-06-23T16:26:13.294,2026-06-23T16:26:13.422,127,2026-06-23T16:26:38.034,24.6,,4136.0,4140.0,4136.34,,,4155.0,A_inside,rescue_market,4,0,,15.53,-25.990000000000002,2026-06-23T17:09:06.512+00:00,2026-06-23T16:44:49.135+00:00,6,"[""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""GEMINI_FAILED""]","[true, false, true, true, true, false]",2026-06-23T17:12:55.817,LOSS_BE,2802.4,3.81,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20504,canal1,SELL,2026-06-23T15:46:05.287,2026-06-23T15:46:05.415,128,2026-06-23T15:46:55.795,50.4,,4136.0,4140.0,4136.17,,,4155.0,A_inside,rescue_market,4,0,,21.02,-27.02,2026-06-23T17:32:20.591+00:00,2026-06-23T16:44:44.456+00:00,6,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true, true, true, true, true]",2026-06-23T18:42:15.799,TP1,10570.4,37.05,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20498,canal1,SELL,2026-06-23T15:07:53.790,2026-06-23T15:07:53.940,149,2026-06-23T15:08:29.147,35.2,,4130.0,4135.0,4130.0,,,4145.0,A_inside,rescue_market,4,0,,26.29,-36.06,2026-06-23T18:46:45.647+00:00,2026-06-23T16:44:44.456+00:00,3,"[""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[false, true, true]",2026-06-23T20:00:19.335,TP1,17545.4,44.07,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20536,canal1,BUY,2026-06-24T12:33:30.445,2026-06-24T12:33:30.571,126,,,2026-06-24T12:34:47.158,,,4019.19,"[4020.0, 4024.0, 4028.0, 4032.0]",4000.0,4000.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""INFORMATIONAL"", ""GEMINI_FAILED"", ""CLOSE_ALL""]","[true, false, true]",2026-06-24T12:52:32.375,RECONCILER,1141.8,-67.77,LOSS_MGMT_IGNORED,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20541,canal1,BUY,2026-06-24T13:08:00.838,2026-06-24T13:08:01.106,268,,,2026-06-24T13:08:47.047,,,3976.05,"[3980.0, 3985.0, 3990.0, 3995.0]",3960.0,3960.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""GEMINI_FAILED"", ""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE""]","[false, true, true]",2026-06-24T13:27:33.163,RECONCILER,1172.1,-8.4,LOSS_MGMT_IGNORED,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20554,canal1,SELL,2026-06-24T14:27:13.991,2026-06-24T14:27:14.135,143,2026-06-24T14:28:14.498,60.4,,4026.0,4030.0,4024.8,,,4047.0,B_favorable,rescue_market,4,0,,17.759999999999998,-25.259999999999998,2026-06-24T14:41:32.128+00:00,2026-06-24T14:34:38.426+00:00,4,"[""GEMINI_FAILED"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE""]","[false, true, true, true]",2026-06-24T14:49:26.388,TP1,1332.3,31.15,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20564,canal1,SELL,2026-06-25T12:35:06.496,2026-06-25T12:35:06.740,244,2026-06-25T12:35:52.466,45.7,,3995.0,4000.0,3992.97,,,4019.0,B_favorable,rescue_market,4,0,,7.7299999999999995,-68.19,2026-06-25T12:35:52.602+00:00,2026-06-25T12:48:19.587+00:00,2,"[""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true]",2026-06-25T12:53:12.729,SL,1086.0,-67.59,LOSS_NORMAL,"auto-finalize: TP1×1, SL×3"
canal1_20571,canal1,SELL,2026-06-25T12:50:42.212,2026-06-25T12:50:42.344,132,2026-06-25T12:51:43.329,61.0,,4012.0,4017.0,4012.58,,,4040.0,A_inside,rescue_market,4,0,,9.950000000000001,-20.59,2026-06-25T12:58:48.764+00:00,2026-06-25T12:53:14.867+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-25T12:59:49.527,LOSS_BE,547.2,0.0,OTHER,auto-finalize: LOSS_BE×4
canal1_20567,canal1,SELL,2026-06-25T12:38:50.209,2026-06-25T12:38:50.335,126,2026-06-25T12:39:23.941,33.6,,4000.0,4005.0,4002.44,,,4020.0,A_inside,rescue_market,4,0,,26.86,-44.04,2026-06-25T12:40:34.724+00:00,2026-06-25T12:53:12.727+00:00,2,"[""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG""]","[true, false]",2026-06-25T13:00:13.721,SL,1283.4,-39.2,LOSS_MGMT_IGNORED,"auto-finalize: TP1×1, SL×3"
canal1_20574,canal1,SELL,2026-06-25T13:04:00.208,2026-06-25T13:04:00.329,121,2026-06-25T13:05:10.042,69.7,,4033.0,4037.0,4030.56,,,4055.0,B_favorable,rescue_market,4,0,,15.35,-7.4799999999999995,2026-06-25T13:05:40.570+00:00,2026-06-25T13:09:02.382+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-25T13:16:22.903,LOSS_BE,742.6,2.25,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20584,canal1,SELL,2026-06-25T14:25:06.801,2026-06-25T14:25:06.929,128,2026-06-25T14:25:43.375,36.4,,4015.0,4020.0,4015.06,,,4045.0,A_inside,rescue_market,4,0,,16.72,-47.88,2026-06-25T15:02:15.299+00:00,2026-06-25T14:33:12.511+00:00,2,"[""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE""]","[true, true]",2026-06-25T15:04:57.594,LOSS_BE,2390.7,0.0,OTHER,auto-finalize: LOSS_BE×4
canal1_20591,canal1,SELL,2026-06-26T00:23:28.316,2026-06-26T00:23:28.444,128,,,,,,4018.69,,,4028.69,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-26T01:02:04.698,RECONCILER,2316.3,-35.28,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20590,canal1,SELL,2026-06-26T00:23:14.579,2026-06-26T00:23:14.709,130,,,2026-06-26T00:23:15.111,,,4019.61,"[4015.0, 4010.0, 4005.0, 4000.0]",4035.0,4035.0,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-26T02:37:05.978,RECONCILER,8031.3,42.65,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20595,canal1,SELL,2026-06-26T06:05:29.078,2026-06-26T06:05:29.216,138,,,,,,4009.9,,,4019.9,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-26T06:22:08.310,RECONCILER,999.1,-35.05,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20594,canal1,SELL,2026-06-26T06:05:21.890,2026-06-26T06:05:22.020,129,,,2026-06-26T06:05:22.437,,,4009.84,"[4005.0, 4000.0, 3995.0, 3990.0]",4025.0,4025.0,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-26T06:23:08.826,RECONCILER,1066.8,-53.29,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20598,canal1,BUY,2026-06-26T10:36:15.659,2026-06-26T10:36:15.787,127,2026-06-26T10:37:26.336,70.5,,4045.0,4050.0,4051.42,,,4035.0,B_favorable,rescue_market,4,0,,11.8,-16.12,2026-06-26T11:00:01.740+00:00,2026-06-26T10:44:32.141+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-26T11:11:05.938,LOSS_BE,2090.1,3.14,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20602,canal1,SELL,2026-06-26T12:48:43.753,2026-06-26T12:48:43.905,152,2026-06-26T12:49:38.740,54.8,,4040.0,4045.0,4041.24,,,4060.0,A_inside,rescue_market,4,0,,0.0,-61.949999999999996,,2026-06-26T12:58:56.351+00:00,0,[],[],2026-06-26T12:59:01.377,SL,617.5,-65.42,LOSS_CLEAN,auto-finalize: SL×4
canal1_20606,canal1,SELL,2026-06-26T13:14:51.921,2026-06-26T13:14:52.051,129,2026-06-26T13:16:12.719,80.7,,4052.0,4055.0,4049.43,,,4065.0,B_favorable,rescue_market,4,0,,9.69,-13.68,2026-06-26T13:18:53.937+00:00,2026-06-26T13:16:37.987+00:00,2,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true]",2026-06-26T13:20:04.385,SL,312.3,2.58,WIN_SHORT,"auto-finalize: TP1×1, TP2×1, SL×2"
canal1_20611,canal1,BUY,2026-06-26T14:44:07.365,2026-06-26T14:44:07.491,125,,,2026-06-26T14:47:51.768,,,4083.77,"[4085.0, 4090.0, 4095.0, 4099.0]",,4065.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""MOVE_SL_TO_BE"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL""]","[true, false, true]",2026-06-26T14:57:15.001,RECONCILER,787.5,7.41,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20618,canal1,BUY,2026-06-29T10:18:52.437,2026-06-29T10:18:52.585,148,2026-06-29T10:19:47.277,54.7,,4030.0,4034.0,4034.62,,,4020.0,A_inside,rescue_market,4,0,,19.04,-18.6,2026-06-29T12:03:37.025+00:00,2026-06-29T11:26:51.543+00:00,1,"[""INFORMATIONAL""]",[true],2026-06-29T12:11:00.451,TP1,6727.9,32.94,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20624,canal1,BUY,2026-06-29T14:04:23.830,2026-06-29T14:04:23.954,124,2026-06-29T14:05:05.524,41.6,,4025.0,4030.0,4026.53,,,4005.0,A_inside,rescue_market,4,0,,4.92,-74.28,2026-06-29T14:05:10.538+00:00,2026-06-29T14:15:31.762+00:00,0,[],[],2026-06-29T14:15:36.852,SL,672.9,-75.55,LOSS_NORMAL,auto-finalize: SL×4
canal1_20627,canal1,BUY,2026-06-29T14:23:05.826,2026-06-29T14:23:05.958,132,2026-06-29T14:23:53.781,47.8,,4015.0,4020.0,4018.72,,,4000.0,A_inside,rescue_market,4,0,,25.28,-4.8100000000000005,2026-06-29T14:28:22.247+00:00,2026-06-29T14:24:03.956+00:00,2,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true]",2026-06-29T14:48:05.820,LOSS_BE,1499.9,5.5,WIN_CLEAN,"auto-finalize: TP1×1, LOSS_BE×3"
